         8x3.7SFR                 (8x37SFR.dat)                                                                                                                                     
         v2022-0915                                                                                                                                                                 
         Simulation Date: 08/13/2024                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       17.79      0.3914      0.4253      0.0115      0.0106       0.006       0.063       0.054       4.490       0.007       0.240       5.453        0.19      46411.    0.0929  
       18.50      0.4070      0.3737      0.0087      0.0095       0.005       0.057       0.041       4.022       0.006       0.182       4.608        0.19      46462.    0.0683  
       19.21      0.4227      0.2980      0.0059      0.0083       0.005       0.050       0.028       3.528       0.006       0.122       3.538        0.19      46514.    0.0430  
       19.93      0.4384      0.1841      0.0030      0.0071       0.004       0.042       0.014       3.008       0.005       0.062       2.108        0.19      46569.    0.0183  
       20.64      0.4540      0.0039      0.0000      0.0058       0.003       0.035       0.000       2.461       0.004       0.001       0.043        0.19      46624.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       7000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0569      0.0201       0.018       0.164       0.364      13.575       0.019       1.618      12.150        0.22      53224.    0.5374  
        0.83      0.0157      0.0435      0.0561      0.0202       0.018       0.164       0.359      13.620       0.019       1.595      11.943        0.22      53242.    0.5246  
        1.66      0.0313      0.0854      0.0552      0.0202       0.018       0.165       0.353      13.655       0.019       1.571      11.730        0.22      53261.    0.5113  
        2.49      0.0470      0.1258      0.0543      0.0203       0.018       0.165       0.347      13.680       0.019       1.545      11.514        0.22      53282.    0.4976  
        3.32      0.0626      0.1645      0.0533      0.0203       0.018       0.165       0.341      13.691       0.019       1.516      11.293        0.22      53304.    0.4836  
        4.15      0.0783      0.2015      0.0522      0.0203       0.018       0.165       0.334      13.687       0.019       1.486      11.068        0.22      53328.    0.4691  
        4.98      0.0940      0.2368      0.0511      0.0203       0.018       0.165       0.327      13.665       0.019       1.453      10.840        0.22      53353.    0.4544  
        5.81      0.1096      0.2704      0.0498      0.0202       0.018       0.164       0.319      13.623       0.019       1.417      10.609        0.22      53379.    0.4392  
        6.64      0.1253      0.3022      0.0485      0.0201       0.018       0.164       0.310      13.558       0.018       1.379      10.374        0.22      53407.    0.4237  
        7.48      0.1410      0.3322      0.0471      0.0200       0.018       0.163       0.301      13.467       0.018       1.339      10.136        0.22      53437.    0.4079  
        8.31      0.1566      0.3603      0.0455      0.0198       0.018       0.161       0.291      13.348       0.018       1.295       9.895        0.22      53469.    0.3917  
        9.14      0.1723      0.3865      0.0439      0.0196       0.018       0.159       0.281      13.198       0.018       1.249       9.651        0.22      53502.    0.3751  
        9.97      0.1879      0.4108      0.0422      0.0193       0.017       0.157       0.270      13.015       0.018       1.200       9.402        0.22      53536.    0.3582  
       10.80      0.2036      0.4331      0.0403      0.0190       0.017       0.154       0.258      12.795       0.017       1.148       9.149        0.22      53573.    0.3409  
       11.63      0.2193      0.4531      0.0384      0.0186       0.017       0.151       0.246      12.537       0.017       1.093       8.889        0.22      53611.    0.3232  
       12.46      0.2349      0.4710      0.0364      0.0181       0.016       0.148       0.233      12.238       0.017       1.035       8.623        0.22      53651.    0.3050  
       13.29      0.2506      0.4863      0.0342      0.0176       0.016       0.144       0.219      11.897       0.016       0.974       8.347        0.22      53692.    0.2865  
       14.12      0.2663      0.4990      0.0320      0.0171       0.015       0.139       0.205      11.513       0.016       0.910       8.061        0.22      53736.    0.2674  
       14.95      0.2819      0.5086      0.0297      0.0164       0.015       0.134       0.190      11.087       0.015       0.844       7.760        0.22      53781.    0.2479  
       15.78      0.2976      0.5149      0.0272      0.0157       0.014       0.128       0.174      10.618       0.014       0.775       7.443        0.22      53828.    0.2279  
       16.61      0.3132      0.5174      0.0248      0.0150       0.014       0.122       0.158      10.111       0.014       0.704       7.104        0.22      53876.    0.2074  
       17.44      0.3289      0.5152      0.0222      0.0142       0.013       0.115       0.142       9.564       0.013       0.632       6.738        0.22      53927.    0.1863  
       18.27      0.3446      0.5077      0.0196      0.0133       0.012       0.108       0.125       8.979       0.012       0.558       6.337        0.22      53979.    0.1646  
       19.10      0.3602      0.4932      0.0170      0.0124       0.011       0.101       0.108       8.355       0.011       0.483       5.889        0.22      54033.    0.1423  
       19.93      0.3759      0.4699      0.0143      0.0114       0.010       0.093       0.091       7.691       0.010       0.406       5.377        0.22      54089.    0.1191  
